OUR05541,04-10-22,In-House,600.00,,100
OUR06421,06-01-22,In-House,2000.00,,100
OUR06389,06-01-22,In-House,6040.00,,100
OUR06389,06-01-22,In-House,450.00,,100
OUR06394,06-01-22,In-House,300.00,,100
OUR06394,06-01-22,In-House,450.00,,100
OUR06357,06-01-22,In-House,19900.00,,100
OUR06357,06-01-22,In-House,2000.00,,100
OUR06448,06-01-22,In-House,450.00,,100
OUR06317,06-01-22,In-House,450.00,,100
OUR06408,06-01-22,In-House,300.00,,100
OUR06408,06-01-22,In-House,125.00,,100
OUR06430,06-01-22,In-House,300.00,,100
OUR06430,06-01-22,In-House,9000.00,,100
OUR06214,06-01-22,In-House,450.00,,100
OUR06214,06-01-22,In-House,975.00,,100
OUR05954,06-01-22,In-House,125.00,,100
OUR05954,06-01-22,In-House,2000.00,,100
OUR06433,06-01-22,In-House,450.00,,100
OUR06450,06-01-22,In-House,3000.00,,100
OUR06450,06-01-22,In-House,450.00,,100
OUR06428,06-01-22,In-House,450.00,,100
OUR06288,06-01-22,In-House,450.00,,100
OUR06288,06-01-22,In-House,125.00,,100
OUR06405,06-01-22,In-House,125.00,,100
OUR04891,06-01-22,In-House,450.00,,100
OUR04891,06-01-22,In-House,125.00,,100
OUR05809,06-02-22,In-House,11000.00,,100
OUR05809,06-02-22,In-House,,,100
OUR06456,06-02-22,In-House,,,100
OUR06459,06-02-22,In-House,450.00,,100
OUR06459,06-02-22,In-House,125.00,,100
OUR06251,06-02-22,In-House,250.00,,100
OUR06251,06-02-22,In-House,125.00,,100
OUR06251,06-02-22,In-House,13500.00,,100
OUR06480,06-02-22,In-House,250.00,,100
OUR06269,06-04-22,In-House,600.00,,100
OUR05439,06-04-22,In-House,13500.00,,100
OUR05439,06-04-22,In-House,450.00,,100
OUR05439,06-04-22,In-House,125.00,,100
OUR06008,06-04-22,In-House,600.00,,100
OUR06177,06-04-22,In-House,450.00,,100
OUR06179,06-04-22,In-House,600.00,,100
OUR06179,06-04-22,In-House,750.00,,100
OUR06179,06-04-22,In-House,7391.25,,100
OUR06314,06-04-22,In-House,125.00,,100
OUR06155,06-04-22,In-House,600.00,,100
OUR05064,06-04-22,In-House,500.00,,100
OUR05064,06-04-22,In-House,500.00,,100
OUR05064,06-04-22,In-House,450.00,,100
OUR06274,06-04-22,In-House,1264.00,,100
OUR06274,06-04-22,In-House,125.00,,100
OUR06274,06-04-22,In-House,2000.00,,100
OUR05996,06-04-22,In-House,450.00,,100
OUR05538,06-04-22,In-House,600.00,,100
OUR05534,06-04-22,In-House,2000.00,,100
OUR06243,06-04-22,In-House,2000.00,,100
OUR05335,06-04-22,In-House,500.00,,100
OUR05335,06-04-22,In-House,450.00,,100
OUR05756,06-04-22,In-House,500.00,,100
OUR05756,06-04-22,In-House,3000.00,,100
OUR05756,06-04-22,In-House,2000.00,,100
OUR06149,06-04-22,In-House,450.00,,100
OUR05737,06-04-22,In-House,600.00,,100
OUR06023,06-04-22,In-House,600.00,,100
OUR06023,06-04-22,In-House,300.00,,100
OUR06490,06-04-22,In-House,450.00,,100
OUR06490,06-04-22,In-House,,,100
OUR05805,06-04-22,Expense,1000.00,,100
OUR05641,06-04-22,In-House,600.00,,100
OUR05574,06-04-22,In-House,,,100
OUR05574,06-04-22,In-House,450.00,,100
OUR06058,06-04-22,In-House,450.00,,100
OUR05475,06-04-22,In-House,,,100
OUR05475,06-04-22,In-House,2000.00,,100
OUR06263,06-04-22,In-House,2000.00,,100
OUR05774,06-04-22,In-House,2000.00,,100
OUR05774,06-04-22,In-House,2000.00,,100
OUR06426,06-04-22,In-House,125.00,,100
OUR05048,06-04-22,In-House,500.00,,100
OUR05048,06-04-22,In-House,500.00,,100
OUR05768,06-04-22,In-House,600.00,,100
OUR05768,06-04-22,In-House,450.00,,100
OUR06275,06-04-22,In-House,125.00,,100
OUR06091,06-04-22,In-House,125.00,,100
OUR05202,06-04-22,In-House,500.00,,100
OUR05202,06-04-22,In-House,1400.00,,100
OUR05202,06-04-22,In-House,500.00,,100
OUR06369,06-04-22,In-House,300.00,,100
OUR06217,06-04-22,In-House,125.00,,100
OUR06217,06-04-22,In-House,4000.00,,100
OUR05651,06-04-22,In-House,4500.00,,100
OUR06043,06-04-22,In-House,,,100
OUR06043,06-04-22,In-House,450.00,,100
OUR06043,06-04-22,In-House,125.00,,100
OUR06050,06-04-22,In-House,13500.00,,100
OUR05726,06-04-22,In-House,600.00,,100
OUR06128,06-04-22,In-House,600.00,,100
OUR05531,06-04-22,In-House,600.00,,100
OUR05531,06-04-22,In-House,450.00,,100
OUR05760,06-04-22,In-House,450.00,,100
OUR05760,06-04-22,In-House,125.00,,100
OUR05760,06-04-22,In-House,13500.00,,100
OUR05999,06-04-22,In-House,600.00,,100
OUR05999,06-04-22,In-House,300.00,,100
OUR06080,06-04-22,In-House,600.00,,100
OUR05710,06-04-22,In-House,2000.00,,100
OUR06432,06-04-22,In-House,125.00,,100
OUR06347,06-04-22,In-House,975.00,,100
OUR05794,06-04-22,In-House,600.00,,100
OUR06451,06-04-22,In-House,450.00,,100
OUR06340,06-04-22,In-House,450.00,,100
OUR06231,06-04-22,In-House,2000.00,,100
OUR06029,06-04-22,In-House,,,100
OUR06029,06-04-22,In-House,125.00,,100
OUR06029,06-04-22,In-House,,,100
OUR05549,06-04-22,In-House,600.00,,100
OUR05549,06-04-22,In-House,750.00,,100
OUR05549,06-04-22,In-House,5760.00,,100
OUR05549,06-04-22,In-House,450.00,,100
OUR06135,06-04-22,In-House,1000.00,,100
OUR06135,06-04-22,In-House,2000.00,,100
OUR05072,06-04-22,In-House,500.00,,100
OUR05072,06-04-22,In-House,,,100
OUR05072,06-04-22,In-House,2000.00,,100
OUR06075,06-04-22,In-House,600.00,,100
OUR06075,06-04-22,In-House,450.00,,100
OUR05397,06-04-22,In-House,4600.00,,100
OUR05960,06-04-22,In-House,125.00,,100
OUR05960,06-04-22,In-House,2000.00,,100
OUR05041,06-04-22,In-House,15980.00,,100
OUR05041,06-04-22,In-House,500.00,,100
OUR05041,06-04-22,In-House,500.00,,100
OUR05041,06-04-22,In-House,750.00,,100
OUR06161,06-04-22,In-House,400.00,,100
OUR06161,06-04-22,In-House,2000.00,,100
OUR06221,06-04-22,In-House,600.00,,100
OUR06095,06-04-22,In-House,600.00,,100
OUR06095,06-04-22,In-House,750.00,,100
OUR06154,06-04-22,In-House,600.00,,100
OUR06154,06-04-22,In-House,13500.00,,100
OUR05732,06-04-22,In-House,600.00,,100
OUR05732,06-04-22,In-House,450.00,,100
OUR05897,06-04-22,In-House,125.00,,100
OUR05897,06-04-22,In-House,2000.00,,100
OUR06205,06-04-22,In-House,600.00,,100
OUR06205,06-04-22,In-House,2000.00,,100
OUR06205,06-04-22,In-House,1500.00,,100
OUR06205,06-04-22,In-House,2000.00,,100
OUR06255,06-04-22,In-House,125.00,,100
OUR06181,06-04-22,In-House,,,100
OUR06181,06-04-22,In-House,125.00,,100
OUR06096,06-04-22,In-House,125.00,,100
OUR06160,06-04-22,In-House,125.00,,100
OUR06348,06-04-22,In-House,450.00,,100
OUR05708,06-04-22,In-House,750.00,,100
OUR05607,06-04-22,In-House,600.00,,100
OUR05609,06-04-22,In-House,600.00,,100
OUR05609,06-04-22,In-House,450.00,,100
OUR06281,06-04-22,In-House,450.00,,100
OUR05972,06-04-22,In-House,450.00,,100
OUR05972,06-04-22,In-House,125.00,,100
OUR06262,06-04-22,Expense,1000.00,,100
OUR06174,06-04-22,In-House,125.00,,100
OUR05059,06-04-22,In-House,500.00,,100
OUR05059,06-04-22,In-House,500.00,,100
OUR06352,06-04-22,In-House,600.00,,100
OUR06435,06-04-22,In-House,2000.00,,100
OUR06068,06-04-22,In-House,9595.00,,100
OUR06089,06-04-22,In-House,4500.00,,100
OUR06300,06-04-22,In-House,600.00,,100
OUR04760,06-04-22,In-House,600.00,,100
OUR04760,06-04-22,In-House,1800.00,,100
OUR06443,06-04-22,In-House,13500.00,,100
OUR06277,06-04-22,In-House,125.00,,100
OUR06201,06-04-22,In-House,600.00,,100
OUR06201,06-04-22,In-House,450.00,,100
OUR05865,06-04-22,In-House,,,100
OUR05865,06-04-22,In-House,450.00,,100
OUR05865,06-04-22,In-House,125.00,,100
OUR06114,06-04-22,In-House,600.00,,100
OUR06245,06-04-22,In-House,600.00,,100
OUR06323,06-04-22,In-House,450.00,,100
OUR06323,06-04-22,In-House,125.00,,100
OUR04709,06-04-22,In-House,600.00,,100
OUR04709,06-04-22,In-House,1500.00,,100
OUR04834,06-04-22,In-House,600.00,,100
OUR05874,06-04-22,In-House,600.00,,100
OUR05874,06-04-22,In-House,300.00,,100
OUR06273,06-04-22,In-House,450.00,,100
OUR06065,06-04-22,In-House,600.00,,100
OUR06065,06-04-22,In-House,,,100
OUR05109,06-04-22,In-House,1000.00,,100
OUR06188,06-04-22,In-House,600.00,,100
OUR05788,06-04-22,In-House,750.00,,100
OUR05788,06-04-22,In-House,500.00,,100
OUR05788,06-04-22,In-House,1000.00,,100
OUR06441,06-04-22,In-House,,,100
OUR06460,06-04-22,In-House,125.00,,100
OUR06248,06-10-22,In-House,8000.00,,100
OUR06146,06-10-22,In-House,5000.00,,100
OUR06146,06-10-22,In-House,1000.00,,100
OUR06146,06-10-22,In-House,125.00,,100
OUR06146,06-10-22,In-House,4000.00,,100
OUR06494,06-10-22,In-House,2000.00,,100
OUR05743,06-10-22,In-House,125.00,,100
OUR05892,06-10-22,In-House,125.00,,100
OUR05221,06-10-22,In-House,450.00,,100
OUR06514,06-10-22,In-House,300.00,,100
OUR06514,06-10-22,In-House,450.00,,100
OUR06514,06-10-22,In-House,125.00,,100
OUR06329,06-14-22,In-House,450.00,,100
OUR05974,06-14-22,In-House,250.00,,100
OUR05974,06-14-22,In-House,125.00,,100
OUR05971,06-14-22,In-House,600.00,,100
OUR05095,06-14-22,In-House,450.00,,100
OUR06190,06-14-22,In-House,,,100
OUR06190,06-14-22,In-House,450.00,,100
OUR05408,06-14-22,In-House,600.00,,100
OUR05408,06-14-22,In-House,11382.00,,100
OUR05408,06-14-22,In-House,2000.00,,100
OUR05992,06-14-22,In-House,600.00,,100
OUR05992,06-14-22,In-House,,,100
OUR05992,06-14-22,In-House,300.00,,100
OUR05992,06-14-22,In-House,,,100
OUR05992,06-14-22,In-House,,,100
OUR06189,06-14-22,In-House,750.00,,100
OUR06189,06-14-22,In-House,7756.25,,100
OUR06189,06-14-22,In-House,300.00,,100
OUR06107,06-14-22,In-House,600.00,,100
OUR06458,06-14-22,In-House,125.00,,100
OUR06358,06-14-22,In-House,300.00,,100
OUR06358,06-14-22,In-House,125.00,,100
OUR06425,06-14-22,In-House,450.00,,100
OUR05795,06-14-22,In-House,,,100
OUR05795,06-14-22,In-House,750.00,,100
OUR05795,06-14-22,In-House,125.00,,100
OUR05298,06-14-22,In-House,2000.00,,100
OUR06010,06-14-22,In-House,600.00,,100
OUR05454,06-14-22,In-House,13500.00,,100
OUR05454,06-14-22,In-House,2000.00,,100
OUR05669,06-14-22,In-House,4500.00,,100
OUR05330,06-14-22,In-House,4500.00,,100
OUR05330,06-14-22,In-House,450.00,,100
OUR05766,06-14-22,In-House,125.00,,100
OUR05761,06-14-22,In-House,600.00,,100
OUR06242,06-14-22,In-House,,,100
OUR06242,06-14-22,In-House,125.00,,100
OUR05630,06-14-22,In-House,3000.00,,100
OUR05630,06-14-22,In-House,2000.00,,100
OUR05667,06-14-22,In-House,600.00,,100
OUR06435,06-14-22,In-House,1500.00,,100
OUR06254,06-14-22,In-House,600.00,,100
OUR06254,06-14-22,In-House,1000.00,,100
OUR06254,06-14-22,In-House,2000.00,,100
OUR06094,06-14-22,In-House,600.00,,100
OUR06186,06-14-22,In-House,600.00,,100
OUR05097,06-14-22,In-House,,,100
OUR05481,06-14-22,In-House,450.00,,100
OUR05481,06-14-22,In-House,13500.00,,100
OUR04509,06-14-22,In-House,975.00,,100
OUR06083,06-14-22,In-House,2000.00,,100
OUR06136,06-14-22,In-House,600.00,,100
OUR06136,06-14-22,In-House,450.00,,100
OUR06136,06-14-22,In-House,,,100
OUR05957,06-14-22,In-House,3000.00,,100
OUR05957,06-14-22,In-House,11720.00,,100
OUR05969,06-14-22,In-House,600.00,,100
OUR06206,06-14-22,In-House,450.00,,100
OUR06154,06-20-22,In-House,975.00,,100
OUR04835,06-21-22,In-House,3000.00,,100
OUR06666,06-23-22,In-House,1500.00,,100
OUR06615,06-23-22,In-House,17000.00,,100
OUR06615,06-23-22,In-House,450.00,,100
OUR06085,06-24-22,In-House,1600.00,,100
OUR06085,06-24-22,In-House,125.00,,125.00
OUR06085,06-24-22,In-House,2000.00,,100
OUR06207,06-24-22,In-House,625.00,,125.00
OUR06207,06-24-22,In-House,750.00,,100
OUR06739,06-25-22,In-House,450.00,,100
OUR06950,06-25-22,In-House,125.00,,100
OUR04538,06-25-22,In-House,975.00,,100
OUR06683,06-25-22,In-House,450.00,,100
OUR06683,06-25-22,In-House,125.00,,100
OUR06624,06-25-22,In-House,450.00,,100
OUR06248,06-25-22,In-House,,,100
OUR06248,06-25-22,In-House,450.00,,100
OUR06248,06-25-22,In-House,13500.00,,100
OUR06902,06-25-22,In-House,300.00,,100
OUR06614,06-25-22,In-House,960.00,,100
OUR06614,06-25-22,In-House,2000.00,,100
OUR06855,06-25-22,In-House,450.00,,100
OUR06959,06-25-22,In-House,125.00,,100
OUR06722,06-25-22,In-House,2000.00,,100
OUR06646,06-25-22,In-House,750.00,,100
OUR06816,06-25-22,In-House,450.00,,100
OUR06639,06-25-22,In-House,13500.00,,100
OUR06639,06-25-22,In-House,2000.00,,100
OUR06650,06-25-22,In-House,450.00,,100
OUR06818,06-25-22,In-House,1600.00,,100
OUR06557,06-25-22,In-House,1896.00,,100
OUR06862,06-25-22,In-House,125.00,,100
OUR06781,06-25-22,In-House,2000.00,,100
OUR06810,06-25-22,In-House,8700.00,,100
OUR06810,06-25-22,In-House,,,100
OUR06810,06-25-22,In-House,2000.00,,100
OUR05828,06-25-22,In-House,600.00,,100
OUR05828,06-25-22,In-House,,,100
OUR05828,06-25-22,In-House,300.00,,100
OUR05828,06-25-22,In-House,1000.00,,100
OUR05828,06-25-22,In-House,2000.00,,100
OUR06857,06-25-22,In-House,750.00,,100
OUR06847,06-25-22,In-House,450.00,,100
OUR06741,06-25-22,In-House,125.00,,100
OUR06741,06-25-22,In-House,750.00,,100
OUR06912,06-25-22,In-House,,,100
OUR06912,06-25-22,In-House,2000.00,,100
OUR06724,06-25-22,In-House,125.00,,100
OUR06662,06-25-22,In-House,450.00,,100
OUR05866,06-25-22,In-House,7196.00,,100
OUR06787,06-25-22,In-House,450.00,,100
OUR06518,06-25-22,In-House,850.00,,100
OUR06381,06-25-22,In-House,450.00,,100
OUR06349,06-25-22,In-House,450.00,,100
OUR06606,06-25-22,In-House,2000.00,,100
OUR06873,06-25-22,In-House,1920.00,,100
OUR06758,06-25-22,In-House,1530.00,,100
OUR06758,06-25-22,In-House,,,100
OUR06780,06-25-22,In-House,125.00,,100
OUR06782,06-25-22,In-House,4160.00,,100
OUR06485,06-25-22,In-House,125.00,,100
OUR06884,06-25-22,In-House,2000.00,,100
OUR06798,06-25-22,In-House,2000.00,,100
OUR06716,06-25-22,In-House,125.00,,100
OUR06419,06-25-22,In-House,125.00,,100
OUR06868,06-25-22,In-House,300.00,,100
OUR06734,06-25-22,In-House,2000.00,,100
OUR06681,06-25-22,In-House,18000.00,,100
OUR06681,06-25-22,In-House,2000.00,,100
OUR06681,06-25-22,In-House,1800.00,,100
OUR06681,06-25-22,In-House,2000.00,,100
OUR06717,06-25-22,In-House,450.00,,100
OUR06706,06-25-22,In-House,,,100
OUR06706,06-25-22,In-House,125.00,,100
OUR06839,06-25-22,In-House,3840.00,,100
OUR06839,06-25-22,In-House,125.00,,100
OUR04131,06-25-22,In-House,450.00,,100
OUR06872,06-25-22,In-House,2000.00,,100
OUR06727,06-25-22,In-House,450.00,,100
OUR06631,06-25-22,In-House,125.00,,100
OUR06703,06-25-22,In-House,1000.00,,100
OUR06643,06-25-22,In-House,450.00,,100
OUR06643,06-25-22,In-House,125.00,,100
OUR05228,06-25-22,In-House,1000.00,,100
OUR06913,06-25-22,In-House,450.00,,100
OUR06913,06-25-22,In-House,125.00,,100
OUR06877,06-25-22,In-House,300.00,,100
OUR06877,06-25-22,In-House,2000.00,,100
OUR06978,06-25-22,In-House,,,100
OUR06599,06-25-22,In-House,2000.00,,100
OUR06811,06-25-22,In-House,,,100
OUR06390,06-25-22,In-House,2500.00,,100
OUR06390,06-25-22,In-House,450.00,,100
OUR06390,06-25-22,In-House,2000.00,,100
OUR06684,06-25-22,In-House,2370.00,,100
OUR04672,06-25-22,In-House,125.00,,100
OUR06730,06-25-22,In-House,450.00,,100
OUR06730,06-25-22,In-House,125.00,,100
OUR05026,06-25-22,In-House,,,100
OUR05026,06-25-22,In-House,650.00,,100
OUR05026,06-25-22,In-House,,,100
OUR06851,06-25-22,In-House,450.00,,100
OUR04800,06-25-22,In-House,250.00,,100
OUR06898,06-25-22,In-House,125.00,,100
OUR06954,06-25-22,In-House,450.00,,100
OUR06954,06-25-22,In-House,125.00,,100
OUR05422,06-25-22,In-House,1000.00,,100
OUR05422,06-25-22,In-House,500.00,,100
OUR05422,06-25-22,In-House,2000.00,,100
OUR06835,06-25-22,In-House,1200.00,,100
OUR06817,06-25-22,In-House,,,100
OUR06817,06-25-22,In-House,125.00,,100
OUR06676,06-25-22,In-House,450.00,,100
OUR06676,06-25-22,In-House,125.00,,100
OUR06676,06-25-22,In-House,13500.00,,100
OUR06618,06-25-22,In-House,300.00,,100
OUR06651,06-25-22,In-House,2000.00,,100
OUR05917,06-25-22,In-House,600.00,,100
OUR05917,06-25-22,In-House,,,100
OUR05917,06-25-22,In-House,1200.00,,100
OUR06915,06-25-22,In-House,450.00,,100
OUR06915,06-25-22,In-House,125.00,,100
OUR06602,06-25-22,In-House,2000.00,,100
OUR06469,06-25-22,In-House,1000.00,,100
OUR06469,06-25-22,In-House,2000.00,,100
OUR06883,06-25-22,In-House,2000.00,,100
OUR06738,06-25-22,In-House,750.00,,100
OUR06762,06-25-22,In-House,450.00,,100
OUR06793,06-25-22,In-House,1440.00,,100
OUR06391,06-25-22,In-House,450.00,,100
OUR06503,06-25-22,In-House,2000.00,,100
OUR06956,06-25-22,In-House,1500.00,,100
OUR06956,06-25-22,In-House,300.00,,100
OUR06956,06-25-22,In-House,450.00,,100
OUR06864,06-25-22,In-House,,,100
OUR06743,06-25-22,In-House,450.00,,100
OUR06617,06-25-22,In-House,850.00,,100
OUR05550,06-25-22,In-House,4000.00,,100
OUR05550,06-25-22,In-House,10080.00,,100
OUR05550,06-25-22,In-House,125.00,,100
OUR05700,06-25-22,In-House,2422.00,,100
OUR06306,06-25-22,In-House,300.00,,100
OUR06306,06-25-22,In-House,125.00,,100
OUR04755,06-25-22,In-House,500.00,,100
OUR06595,06-25-22,In-House,450.00,,100
OUR06398,06-25-22,In-House,2000.00,,100
OUR06901,06-25-22,In-House,3000.00,,100
OUR05981,06-25-22,In-House,,,100
OUR05981,06-25-22,In-House,300.00,,100
OUR05981,06-25-22,In-House,450.00,,100
OUR05981,06-25-22,In-House,125.00,,100
OUR06685,06-25-22,In-House,1000.00,,100
OUR06685,06-25-22,In-House,3000.00,,100
OUR06685,06-25-22,In-House,2000.00,,100
OUR06998,06-25-22,In-House,450.00,,100
OUR06890,06-25-22,In-House,125.00,,100
OUR06125,06-25-22,In-House,600.00,,100
OUR06125,06-25-22,In-House,,,100
OUR06182,06-25-22,In-House,600.00,,100
OUR06182,06-25-22,In-House,300.00,,100
OUR06182,06-25-22,In-House,5440.00,,100
OUR06182,06-25-22,In-House,450.00,,100
OUR06752,06-25-22,In-House,125.00,,100
OUR06752,06-25-22,In-House,2000.00,,100
OUR06653,06-25-22,In-House,2000.00,,100
OUR06925,06-25-22,In-House,450.00,,100
OUR06682,06-25-22,In-House,450.00,,100
OUR06920,06-25-22,In-House,300.00,,100
OUR06920,06-25-22,In-House,450.00,,100
OUR06479,06-25-22,In-House,1500.00,,100
OUR06655,06-25-22,In-House,2000.00,,100
OUR05759,06-25-22,In-House,8500.00,,100
OUR05759,06-25-22,In-House,22390.00,,100
OUR05759,06-25-22,In-House,500.00,,100
OUR06726,06-25-22,In-House,,,100
OUR06742,06-25-22,In-House,450.00,,100
OUR06825,06-25-22,In-House,4500.00,,100
OUR06663,06-25-22,In-House,125.00,,100
OUR06578,06-25-22,In-House,2000.00,,100
OUR06605,06-25-22,In-House,,,100
OUR06605,06-25-22,In-House,,,100
OUR06239,06-25-22,In-House,8000.00,,100
OUR06239,06-25-22,In-House,2000.00,,100
OUR06239,06-25-22,In-House,2000.00,,100
OUR06943,06-25-22,In-House,125.00,,100
OUR06749,06-25-22,In-House,9500.00,,100
OUR06749,06-25-22,In-House,,,100
OUR06749,06-25-22,In-House,2000.00,,100
OUR06234,06-25-22,In-House,600.00,,100
OUR06234,06-25-22,In-House,6500.00,,100
OUR06234,06-25-22,In-House,4320.00,,100
OUR06644,06-25-22,In-House,125.00,,100
OUR06771,06-25-22,In-House,450.00,,100
OUR06958,06-25-22,In-House,450.00,,100
OUR06958,06-25-22,In-House,125.00,,100
OUR06905,06-25-22,In-House,,,100
OUR06905,06-25-22,In-House,2000.00,,100
OUR06486,06-25-22,In-House,2000.00,,100
OUR06797,06-25-22,In-House,125.00,,100
OUR05705,06-25-22,In-House,600.00,,100
OUR06880,06-25-22,In-House,300.00,,100
OUR06876,06-25-22,In-House,1200.00,,100
OUR06723,06-25-22,In-House,975.00,,100
OUR06874,06-25-22,In-House,300.00,,100
OUR06418,06-25-22,In-House,,,100
OUR06158,06-25-22,In-House,600.00,,100
OUR06158,06-25-22,In-House,300.00,,100
OUR06158,06-25-22,In-House,450.00,,100
OUR05692,06-25-22,In-House,600.00,,100
OUR06869,06-25-22,In-House,2000.00,,100
OUR06814,06-25-22,In-House,2000.00,,100
OUR06078,06-25-22,In-House,600.00,,100
OUR06078,06-25-22,In-House,5445.00,,100
OUR06078,06-25-22,In-House,450.00,,100
OUR06785,06-25-22,In-House,800.00,,100
OUR06645,06-25-22,In-House,1000.00,,100
OUR06645,06-25-22,In-House,2000.00,,100
