1,12,2,5,3,2.20,0,2000.00,50,, NO ,01-01-22,03-31-23
1,2,2,1,3,2.20,0,2000.00,50,, NO ,01-01-22,03-31-23
1,13,2,5,3,2.20,0,2000.00,50,, NO ,01-01-22,03-31-23
1,18,2,5,3,2.20,0,2000.00,50,, NO ,01-01-22,03-31-23
1,21,2,5,3,2.20,0,2000.00,50,, NO ,01-01-22,03-31-23
1,24,2,5,3,2.20,0,2000.00,50,, NO ,01-01-22,03-31-23
1,14,2,5,3,2.20,0,2000.00,50,, NO ,01-01-22,03-31-23
1,13,2,2,3,2.20,0,2000.00,50,, NO ,01-01-22,03-31-23
16,21,2,5,32,2.20,50,2000.00,0,, NO ,04-11-32,06-03-24
16,18,2,5,32,2.20,50,2000.00,0,, NO ,04-11-32,06-03-24
16,2,2,1,32,2.20,50,2000.00,0,, NO ,04-11-32,06-03-24
44,14,2,5,3,2.10,50,2000.00,0,, NO ,06-01-21,06-03-24
44,18,2,5,3,2.10,50,2000.00,0,, NO ,06-01-21,06-03-24
44,2,2,1,3,2.10,50,2000.00,0,, NO ,06-01-21,06-03-24
44,13,2,3,3,2.10,50,2000.00,0,, NO ,06-01-21,06-03-24
109,2,2,1,3,2.15,50,2000.00,0,, NO ,07-22-21,06-03-24
100,2,2,7,3,0.00,50,2000.00,0,, NO ,09-08-21,06-03-24
100,18,2,5,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,14,2,5,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,13,2,5,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,13,2,2,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,13,2,3,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,21,2,5,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,20,2,5,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,12,2,5,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,24,2,5,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
100,2,2,1,3,2.05,50,2000.00,0,, NO ,09-08-21,06-03-24
95,2,2,1,3,2.30,50,2000.00,0,, NO ,10-01-21,06-03-24
95,18,2,5,3,2.30,50,2000.00,0,, NO ,10-01-21,06-03-24
95,13,2,5,3,2.30,50,2000.00,0,, NO ,10-01-21,06-03-24
95,21,2,5,3,2.30,50,2000.00,0,, NO ,10-01-21,06-03-24
95,13,2,3,3,2.30,50,2000.00,0,, NO ,10-01-21,06-03-24
96,21,2,5,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
96,18,2,5,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
96,13,2,5,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
96,26,2,5,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
96,23,2,5,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
96,17,2,6,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
96,13,2,2,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
96,13,2,3,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
96,13,2,4,3,2.20,50,2000.00,0,, NO ,11-01-21,06-03-24
52,21,2,5,3,2.07,50,2000.00,0,, NO ,01-01-22,06-03-24
52,18,2,5,3,2.07,50,2000.00,0,, NO ,01-01-22,06-03-24
52,2,2,1,3,2.07,50,2000.00,0,, NO ,01-01-22,06-03-24
52,13,2,5,3,2.07,50,2000.00,0,, NO ,01-01-22,06-03-24
57,18,2,5,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,14,2,5,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,13,2,5,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,13,2,2,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,13,2,3,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,21,2,5,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,20,2,5,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,12,2,5,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,24,2,5,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
57,2,2,1,3,2.10,50,2000.00,0,, NO ,01-01-22,06-03-24
73,18,2,5,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,14,2,5,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,13,2,5,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,13,2,2,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,13,2,3,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,21,2,5,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,20,2,5,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,12,2,5,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,24,2,5,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
73,2,2,1,3,2.20,50,2000.00,0,, NO ,01-01-22,06-03-24
111,21,2,5,3,2.15,50,2000.00,0,, NO ,01-01-22,06-03-24
74,18,2,5,3,2.10,50,2000.00,0,, NO ,01-03-22,06-03-24
74,21,2,5,3,2.10,50,2000.00,0,, NO ,01-03-22,06-03-24
74,24,2,5,3,2.10,50,2000.00,0,, NO ,01-03-22,06-03-24
18,18,2,5,3,2.30,50,2000.00,0,, NO ,02-01-22,06-03-24
18,21,2,5,3,2.30,50,2000.00,0,, NO ,02-01-22,06-03-24
18,2,2,1,3,2.30,50,2000.00,0,, NO ,02-01-22,06-03-24
18,13,2,5,3,2.30,50,2000.00,0,, NO ,02-01-22,06-03-24
60,18,2,5,3,2.10,50,,50,4000.00, YES ,02-01-22,06-03-24
60,14,2,5,3,2.10,50,,50,4000.00, YES ,02-01-22,06-03-24
60,13,2,5,3,2.10,50,,50,4000.00, YES ,02-01-22,06-03-24
60,13,2,2,3,2.10,50,,50,4000.00, YES ,02-01-22,06-03-24
60,13,2,3,3,2.10,50,,50,4000.00, YES ,02-01-22,06-03-24
60,21,2,5,3,2.10,50,,50,4000.00, YES ,02-01-22,06-03-24
60,20,2,5,3,2.10,50,,50,4000.00, YES ,02-01-22,06-03-24
60,2,2,1,3,2.10,50,,50,4000.00, YES ,02-01-22,06-03-24
16,21,2,5,3,2.10,50,2000.00,0,, NO ,02-11-22,06-03-24
16,18,2,5,3,2.10,50,2000.00,0,, NO ,02-11-22,06-03-24
16,2,2,1,3,2.10,50,2000.00,0,, NO ,02-11-22,06-03-24
90,18,2,5,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,14,2,5,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,13,2,5,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,13,2,2,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,13,2,3,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,21,2,5,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,20,2,5,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,12,2,5,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,24,2,5,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,2,2,1,3,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,18,2,5,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,14,2,5,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,13,2,5,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,13,2,2,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,13,2,3,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,21,2,5,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,20,2,5,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,12,2,5,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,24,2,5,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
90,2,2,1,44,1.95,50,1000.00,0,, NO ,02-11-22,06-03-24
91,21,2,5,3,2.25,50,2000.00,0,, YES ,02-11-22,06-03-24
91,18,2,5,3,2.25,50,2000.00,0,, YES ,02-11-22,06-03-24
91,2,2,1,3,2.25,50,2000.00,0,, YES ,02-11-22,06-03-24
91,13,2,5,3,2.25,50,2000.00,0,, YES ,02-11-22,06-03-24
106,21,2,5,3,1.90,50,2000.00,0,, NO ,02-11-22,06-03-24
106,18,2,5,3,1.90,50,2000.00,0,, NO ,02-11-22,06-03-24
106,2,2,1,3,1.90,50,2000.00,0,, NO ,02-11-22,06-03-24
68,18,2,5,3,2.00,50,2000.00,0,, NO ,02-15-22,06-03-24
68,13,2,5,3,2.00,50,2000.00,0,, NO ,02-15-22,06-03-24
68,21,2,5,3,2.00,50,2000.00,0,, NO ,02-15-22,06-03-24
68,2,2,1,3,2.00,50,2000.00,0,, NO ,02-15-22,06-03-24
68,14,2,5,3,2.00,50,2000.00,0,, NO ,02-15-22,06-03-24
68,20,2,5,3,2.00,50,2000.00,0,, NO ,02-15-22,06-03-24
68,13,2,3,3,2.00,50,2000.00,0,, NO ,02-15-22,06-03-24
115,18,2,5,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,14,2,5,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,13,2,5,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,13,2,2,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,13,2,3,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,21,2,5,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,20,2,5,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,12,2,5,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,24,2,5,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
115,2,2,1,3,2.10,50,2000.00,50,, NO ,02-15-22,06-03-24
33,18,2,5,3,2.00,50,2000.00,0,, NO ,03-01-22,06-03-24
33,14,2,5,3,2.00,50,2000.00,0,, NO ,03-01-22,06-03-24
3,21,2,5,3,2.15,50,2000.00,0,, NO ,02-01-22,04-10-23
3,18,2,5,3,2.15,50,2000.00,0,, NO ,02-01-22,04-10-23
3,13,2,5,3,2.15,50,2000.00,0,, NO ,02-01-22,04-10-23
33,13,2,5,3,2.00,50,2000.00,0,, NO ,03-01-22,06-03-24
33,13,2,2,3,2.00,50,2000.00,0,, NO ,03-01-22,06-03-24
33,13,2,3,3,2.00,50,2000.00,0,, NO ,03-01-22,06-03-24
277,17,2,6,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,18,2,5,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,14,2,5,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,13,2,5,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,13,2,2,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,13,2,3,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,21,2,5,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,20,2,5,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,12,2,5,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,24,2,5,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,2,2,1,3,2.15,50,3000.00,0,, NO ,12-30-23,03-28-24
277,17,2,6,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,18,2,5,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,14,2,5,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,13,2,5,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,13,2,2,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,13,2,3,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,21,2,5,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,20,2,5,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,12,2,5,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,24,2,5,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
277,2,2,1,6,2.25,50,3000.00,0,, NO ,12-30-23,03-28-24
