OUR04195-C,12-01-2021,-17231.60
OUR04299,12-01-2021,4062.50
OUR24952,12-01-2021,11365.20
OUR04305,12-01-2021,11397.67
OUR04323,12-01-2021,14268.25
OUR04273,12-01-2021,18395.44
OUR03923,12-01-2021,21250.00
OUR03844,12-02-2021,1577.60
OUR03926,12-02-2021,3427.20
OUR04275,12-02-2021,5250.00
OUR04284,12-02-2021,5458.50
OUR04294,12-02-2021,5478.25
OUR04245,12-02-2021,5699.25
OUR04291,12-02-2021,6661.25
OUR04299,12-02-2021,8159.13
OUR04471,12-02-2021,8422.50
OUR04231,12-02-2021,9857.50
OUR04255-C,12-02-2021,11068.75
OUR04286,12-02-2021,11250.00
6445069,12-03-2021,664.95
OUR04307,12-03-2021,20808.00
BQ003816854,12-06-2021,-39060.90
OUR03999,12-06-2021,-17550.80
BQ003816854,12-06-2021,-16983.00
JR003741747,12-06-2021,-7326.32
OUR04219,12-06-2021,-2000.00
OUR04164,12-06-2021,-1000.00
RT003685631,12-06-2021,145.08
EX004124959,12-06-2021,252.48
WT003936888,12-06-2021,364.82
OUR03108,12-06-2021,1000.00
BQ003816854,12-06-2021,2621.40
RT003685631,12-06-2021,4352.53
OUR03997,12-06-2021,4864.00
RH003598317,12-06-2021,5655.61
RH003598317,12-06-2021,5655.62
BQ003816854,12-06-2021,6029.22
WO004221253,12-06-2021,6290.42
JR003741747,12-06-2021,7326.32
RT003685631,12-06-2021,10010.82
OUR04313,12-06-2021,11183.27
OUR04315,12-06-2021,11865.91
RH003598317,12-06-2021,16966.84
EX004124959,12-06-2021,17421.33
QY004021242,12-06-2021,18822.08
OUR04321,12-06-2021,20880.00
OUR04323,12-06-2021,28656.35
ET003737756,12-07-2021,-380.09
ET003737756,12-07-2021,-165.26
ET003737756,12-07-2021,-84.57
ET003737756,12-07-2021,-5.50
ET003737756,12-07-2021,84.57
ET003737756,12-07-2021,84.57
ET003737756,12-07-2021,245.00
ET003737756,12-07-2021,2537.06
ET003737756,12-07-2021,5835.24
OUR04263,12-07-2021,7000.00
OUR04087,12-07-2021,7577.25
OUR04320,12-07-2021,9601.50
OUR04311,12-07-2021,9625.00
OUR04298,12-07-2021,9922.75
ZF003904882,12-07-2021,13542.23
OUR03435,12-07-2021,19240.00
XM003892720,12-07-2021,27726.06
OUR04318,12-08-2021,5634.50
OUR04317,12-08-2021,11208.00
OUR04332,12-09-2021,8383.25
ZP004226931,12-09-2021,10296.00
OUR04347,12-09-2021,10296.00
OUR04337,12-09-2021,10809.25
OUR04358,12-09-2021,11340.00
OUR04336,12-09-2021,12403.75
OUR04316,12-09-2021,13153.00
OUR04338,12-09-2021,13628.50
OUR04363,12-10-2021,8500.00
OUR04343,12-10-2021,8750.00
OUR04356,12-10-2021,10000.00
OUR04326,12-10-2021,11990.25
OUR04100,12-10-2021,18508.80
OUR03932,12-13-21,-9371.60
OUR03830,12-13-21,-5200.00
OUR04378,12-13-21,2000.00
OUR04357,12-13-21,5699.25
OUR04376,12-13-21,7592.00
OUR04346,12-13-21,8026.00
OUR04352,12-13-21,8250.00
OUR04339,12-13-21,8985.25
OUR04303,12-13-21,9039.25
OUR04375,12-13-21,15000.00
OUR04339,12-13-21,18045.98
OUR04384,12-13-21,25000.00
OUR04076,12-13-21,0.00
OUR04325,12-14-21,-11340.00
OUR03959,12-14-21,-8986.00
OUR04345,12-14-21,21004.35
SO004174530,12-16-21,-136.40
XS004127967,12-16-21,48.82
OUR03907,12-16-21,28067.20
OUR04185,12-17-21,13400.00
OUR04185,12-17-21,15000.00
21-05-068269,12-17-21,17739.43
21-15-067002,12-17-21,19710.24
21-06-063439,12-17-21,19745.52
21-04-068026,12-17-21,20414.46
21-16-068466,12-17-21,22439.92
21-14-067313,12-17-21,23459.95
OUR03846,12-17-21,28600.00
21-04-068971,12-17-21,31579.90
21-02-068339,12-17-21,32733.27
21-01-068901,12-17-21,37449.67
21-04-060078,12-17-21,38998.00
21-16-066766,12-17-21,40546.65
21-01-068479,12-17-21,51739.28
21-10-067612,12-17-21,52359.70
PY003753559,12-20-21,-55151.87
PY003753559,12-20-21,-23979.07
OUR04471,12-20-21,-8422.50
OUR04087,12-20-21,-7577.25
OUR04374,12-20-21,-7394.75
YO003677035,12-20-21,304.34
OUR04349,12-20-21,2116.50
OUR04380,12-20-21,6148.00
OUR04368,12-20-21,6480.00
YO003677035,12-20-21,9129.95
OUR04345,12-20-21,10458.25
OUR04387,12-20-21,11160.00
OUR04365,12-20-21,14125.00
OUR04364,12-20-21,15322.75
OUR04372,12-20-21,17424.00
OUR04096,12-20-21,18896.50
YO003677035,12-20-21,20998.89
OUR04383,12-20-21,23256.00
OUR04191,12-20-21,28160.00
GG004060064,12-21-21,-8680.20
SF003701746,12-21-21,-281.82
SF003701746,12-21-21,-0.20
SF003701746,12-21-21,0.00
FD003857527,12-21-21,146.02
ZF003904882,12-21-21,196.27
SF003701746,12-21-21,281.82
SF003701746,12-21-21,281.82
XE003949844,12-21-21,415.14
FD003857527,12-21-21,442.00
ZF003904882,12-21-21,867.00
SF003701746,12-21-21,8454.60
OUR04388,12-21-21,12000.00
SF003701746,12-21-21,19445.12
IL004199922,12-21-21,28005.11
OI003842563,12-23-21,-10041.06
JU003780171,12-23-21,0.70
JU003780171,12-23-21,21.08
JU003780171,12-23-21,48.49
JU003780171,12-23-21,96.88
JU003780171,12-23-21,296.00
OUR04360,12-23-21,513.08
OUR04434,12-23-21,2000.00
JU003780171,12-23-21,2906.64
OUR04459,12-23-21,4000.00
JU003780171,12-23-21,6685.27
OUR04395,12-23-21,8160.00
OUR03503,12-23-21,9600.00
HN004258111,12-23-21,12473.79
OUR04441,12-23-21,13197.60
OUR04397,12-23-21,15252.00
OUR04433,12-23-21,19470.00
OUR04150,12-23-21,19542.40
OUR03228,12-23-21,36000.00
OUR04377,12-24-21,2000.00
21-05-065985,12-24-21,14782.86
21-06-066006,12-24-21,15096.01
21-13-068408,12-24-21,17246.18
21-01-066031,12-24-21,21025.33
21-03-066115,12-24-21,23937.06
21-09-057757,12-24-21,24480.30
21-05-068312,12-24-21,26538.58
21-08-066726,12-24-21,29567.89
21-06-070365,12-24-21,36755.00
21-13-068960,12-24-21,45052.07
21-06-060488,12-24-21,50048.00
21-03-067717,12-24-21,70082.23
OUR04123,12-27-21,17020.80
OUR04293,12-28-21,28000.00
21-05-072216,12-29-21,15204.81
OUR03977,12-29-21,17000.00
21-08-069071,12-29-21,18359.79
OUR04274,12-29-21,18656.47
21-11-064135,12-29-21,20190.99
OUR04370,12-29-21,20529.01
21-13-071310,12-29-21,21399.50
OUR04355,12-29-21,22721.97
21-05-069780,12-29-21,25609.29
21-05-069920,12-29-21,28333.69
21-11-071603,12-29-21,28560.00
21-04-071002,12-29-21,33320.00
21-01-072390,12-29-21,34774.64
OUR04198,12-29-21,36625.00
3199941,12-29-21,37875.00
21-15-067466,12-29-21,38005.00
21-16-067427,12-29-21,41325.12
21-01-066490,12-29-21,44030.28
21-10-056865,12-29-21,45692.00
21-05-070377,12-29-21,46418.62
21-10-061296,12-29-21,115600.00
OUR04084,12-30-21,17000.00
OUR04249,12-30-21,29430.00
OUR04166,12-30-21,36890.00
OUR03190,01-01-2022,12467.40
OUR04340,01-01-2022,5411.50
OUR04362,01-01-2022,5999.25
OUR04389,01-01-2022,6503.75
OUR04470,01-01-2022,9821.25
OUR04354,01-01-2022,10093.25
OUR04319,01-01-2022,10944.25
OUR04394,01-01-2022,15497.75
OUR04401,01-01-2022,3250.00
OUR04410,01-01-2022,7000.00
OUR04409,01-01-2022,7134.00
OUR04414,01-01-2022,8796.00
OUR04396,01-01-2022,9000.00
OUR04413,01-01-2022,11250.00
OUR04399,01-01-2022,14795.25
OUR04423,01-01-2022,15000.00
OUR04390,01-01-2022,13750.00
OUR04421,01-01-2022,5445.25
OUR04450,01-01-2022,5599.25
OUR04400,01-01-2022,6506.25
OUR04344,01-01-2022,7782.75
OUR04437-C,01-01-2022,8991.75
OUR04393,01-01-2022,9498.75
OUR04469,01-01-2022,9763.50
OUR04468,01-01-2022,11000.00
OUR04462,01-01-2022,12371.50
OUR04427,01-01-2022,12980.75
OUR04404,01-01-2022,14964.25
OUR04455,01-01-2022,14971.00
OUR04464,01-01-2022,14998.00
OUR04411,01-01-2022,10120.00
OUR04473,01-01-2022,9053.00
OUR04435,01-01-2022,5640.00
OUR04479,01-01-2022,4100.00
OUR04385,01-01-2022,10336.50
OUR04480,01-01-2022,13951.00
OUR04408,01-01-2022,6506.25
OUR04465,01-01-2022,12887.00
OUR04402,01-01-2022,8637.75
OUR04386,01-01-2022,15708.00
OUR04461,01-01-2022,10440.25
OUR04466,01-01-2022,7769.00
OUR04447,01-01-2022,10721.50
OUR04478,01-01-2022,13619.75
OUR04454,01-01-2022,8107.00
OUR04412,01-01-2022,7822.75
OUR04428,01-01-2022,6516.50
OUR04452,01-01-2022,10332.00
OUR04440,01-01-2022,6516.50
OUR04453,01-01-2022,15079.00
OUR04261,01-01-2022,12461.25
OUR04269,01-01-2022,8324.50
OUR04071,01-01-2022,11781.00
OUR04127,01-01-2022,9857.75
OUR04325,01-01-2022,11340.00
OUR04379,01-01-2022,12000.00
OUR04419,01-01-2022,5512.75
OUR04008,01-01-2022,12151.75
OUR04442,01-01-2022,9122.00
OUR04374,01-01-2022,7394.75
OUR04367,01-01-2022,15000.00
OUR04247,01-01-2022,9466.25
OUR04456,01-01-2022,7749.00
OUR04448,01-01-2022,10145.50
OUR04329,01-01-2022,5675.00
OUR04425,01-01-2022,12600.00
OUR04392,01-01-2022,10875.00
OUR04029,01-01-2022,13358.75
OUR04444,01-01-2022,18240.75
OUR04487,01-01-2022,9069.25
OUR04335,01-01-2022,13728.00
NR003884793,01-03-2022,-27776.64
NR003884793,01-03-2022,-12076.80
EV003836307,01-03-2022,-3685.57
EO003887527,01-03-2022,351.90
IP003989030,01-03-2022,427.72
NJ003826796,01-03-2022,490.62
0064M00000ZmMTaQAN,01-03-2022,5250.00
0064M00000ZmMTaQAN,01-03-2022,5370.75
0066S00000ydHGOQA2,01-03-2022,9750.00
0066S00000ydHGOQA2,01-03-2022,9837.75
0066S00000ydJ21QAE,01-03-2022,9921.00
OUR04085,01-03-2022,10000.00
0066S00000ydJ21QAE,01-03-2022,10149.18
21-13-071104,01-03-2022,11403.61
LY003783587,01-03-2022,16705.50
21-02-066542,01-03-2022,16894.80
OUR04432,01-03-2022,17915.20
21-02-065328,01-03-2022,19441.19
21-13-071671,01-03-2022,20215.25
21-01-070954,01-03-2022,20853.32
21-15-058258,01-03-2022,23918.68
21-11-070796,01-03-2022,24683.92
21-13-072073,01-03-2022,24729.52
21-14-067153,01-03-2022,29952.38
21-16-070603,01-03-2022,30152.17
21-01-071567,01-03-2022,31587.46
21-11-071473,01-03-2022,31677.66
21-04-066543,01-03-2022,34774.64
21-16-059672,01-03-2022,35903.75
21-03-072055,01-03-2022,36110.00
RO004040887,01-03-2022,36456.84
21-13-073826,01-03-2022,36755.00
21-02-071734,01-03-2022,37097.56
21-06-063024,01-03-2022,40392.00
21-03-073056,01-03-2022,40986.24
21-03-062118,01-03-2022,68468.68
OUR04213,01-03-2022,-12852.00
OUR04008,01-03-2022,-12151.75
OUR04483,01-03-2022,12025.25
OUR04483,01-03-2022,7215.15
OUR04470,01-03-2022,19725.00
OUR04476,01-04-2022,2000.00
0064M00000ZmMTaQAN,01-04-2022,4551.75
0064M00000af4aWQAQ,01-04-2022,5401.04
0064M00000af4aWQAQ,01-04-2022,6082.25
0064M00000af4aWQAQ,01-04-2022,6520.17
0066S00000yd6dDQAQ,01-04-2022,6521.73
0064M00000afKnPQAU,01-04-2022,6838.50
0064M00000afKnPQAU,01-04-2022,6995.79
0066S00000ydHGOQA2,01-04-2022,8394.75
0066S00000ydJ21QAE,01-04-2022,8601.51
0064M00000ZkhyxQAB,01-04-2022,12269.25
OUR04246,01-04-2022,13353.50
OUR04246,01-04-2022,13660.63
OUR04042,01-04-2022,19420.00
0064M00000ZkhyxQAB,01-04-2022,28628.25
OUR04063,01-04-2022,30508.80
OUR04194,01-04-2022,-13482.40
OUR04486,01-04-2022,11349.75
OUR04474,01-04-2022,6931.25
OUR04484,01-04-2022,6888.00
OUR04486,01-04-2022,6809.85
OUR04474,01-04-2022,4158.75
OUR04484,01-04-2022,4132.80
OUR04304,01-05-2022,54496.05
OUR04505,01-05-2022,11700.00
OUR04485,01-05-2022,4510.00
OUR04505,01-05-2022,7020.00
OUR04485,01-05-2022,2706.00
OUR04009,01-06-2022,13233.60
OUR03808,01-06-2022,-14554.00
OUR04140,01-06-2022,-16846.40
OUR04098,01-06-2022,-16600.80
OUR03979,01-06-2022,-16000.00
OUR03662,01-06-2022,-21996.00
OUR04008,01-06-2022,-22242.80
OUR04167,01-06-2022,-22471.60
OUR04142,01-06-2022,24484.00
OUR04045,01-06-2022,-20624.40
OUR03761,01-06-2022,-20400.00
OUR04022,01-06-2022,-19275.60
OUR04497,01-06-2022,7877.25
OUR04497,01-06-2022,4726.35
OUR04178,01-06-2022,13555.85
OUR04010,01-06-2022,18596.16
OUR03848,01-06-2022,10660.53
OUR03413,01-06-2022,34757.90
OUR03866,01-06-2022,15844.50
OUR04089,01-06-2022,19013.40
OUR04091,01-06-2022,16133.93
OUR04060,01-06-2022,8022.95
OUR04015,01-06-2022,12053.79
OUR04105,01-06-2022,17076.85
OUR04156,01-06-2022,9609.51
OUR03357,01-06-2022,21619.56
OUR04083,01-06-2022,11248.54
OUR04056,01-06-2022,12940.38
OUR04082,01-06-2022,10069.71
OUR04498,01-07-2022,8444.75
OUR04504,01-07-2022,4940.00
OUR04500,01-07-2022,4400.00
OUR04498,01-07-2022,5066.85
OUR04504,01-07-2022,2964.00
OUR04500,01-07-2022,2640.00
OUR04162,01-07-2022,7853.24
OUR04175,01-07-2022,11387.62
OUR04027,01-07-2022,5523.04
OUR04199,01-07-2022,9977.46
OUR03867,01-07-2022,18633.84
OUR04149,01-07-2022,15021.29
OUR04201,01-07-2022,16094.14
OUR04101,01-07-2022,12067.17
OUR04287,01-07-2022,15281.92
OUR04186,01-07-2022,22418.56
OUR04179,01-07-2022,15844.50
OUR04203,01-07-2022,10530.25
OUR04050,01-07-2022,8900.38
OUR04102,01-07-2022,12422.79
OUR04117,01-07-2022,21983.36
OUR03870,01-07-2022,14064.99
OUR04286,01-07-2022,22594.50
OUR04120,01-07-2022,16373.35
OUR04234,01-07-2022,9527.47
OUR03875,01-07-2022,20633.41
OUR03850,01-07-2022,20069.35
OUR04057,01-07-2022,10034.85
OUR04303,01-07-2022,18154.43
OUR04144,01-07-2022,11267.20
OUR04119,01-07-2022,9058.12
OUR04069,01-07-2022,19365.50
OUR04165,01-07-2022,12859.58
OUR04054,01-07-2022,13998.79
OUR04206,01-07-2022,5545.90
OUR04197,01-07-2022,7088.48
OUR04130,01-07-2022,21885.13
OUR04122,01-07-2022,18359.20
OUR04163,01-07-2022,15813.87
OUR04068,01-07-2022,16508.21
OUR04039,01-07-2022,21126.00
OUR04086,01-07-2022,15528.31
OUR04103,01-07-2022,11904.85
OUR04320,01-07-2022,19283.65
OUR04307,01-07-2022,41790.79
OUR03698,01-07-2022,16431.45
OUR04406,01-10-2022,2000.00
OUR04495,01-10-2022,2000.00
OUR04195,01-10-2022,5459.80
OUR04005,01-10-2022,8000.00
OUR04214,01-10-2022,-16620.40
OUR04191-C,01-10-2022,-21169.20
OUR04508,01-10-2022,4729.25
OUR04493,01-10-2022,8634.00
OUR04489,01-10-2022,21440.25
OUR04510,01-10-2022,6560.00
OUR04502,01-10-2022,14750.00
OUR04516,01-10-2022,13750.00
OUR04513,01-10-2022,5485.25
OUR04511,01-10-2022,13750.00
OUR04508,01-10-2022,2837.55
OUR04493,01-10-2022,5180.40
OUR04489,01-10-2022,12864.15
OUR04510,01-10-2022,3936.00
OUR04502,01-10-2022,8850.00
OUR04516,01-10-2022,8250.00
OUR04513,01-10-2022,3291.15
OUR04511,01-10-2022,8250.00
OUR03933,01-10-2022,14722.01
OUR04261,01-10-2022,25027.17
OUR04318,01-10-2022,11316.33
OUR03953,01-10-2022,12799.54
OUR04245,01-10-2022,11446.37
OUR04128,01-10-2022,22120.54
OUR04066,01-10-2022,13523.10
OUR04133,01-10-2022,12422.79
OUR03821,01-10-2022,29269.37
OUR04291,01-10-2022,12467.66
OUR04200,01-10-2022,11619.30
OUR04311,01-10-2022,19330.85
OUR04267,01-10-2022,12974.26
OUR04211,01-10-2022,7943.72
OUR04048,01-10-2022,13344.59
OUR04051,01-10-2022,12670.67
OUR04157,01-10-2022,11056.29
OUR03769,01-10-2022,19640.50
