1,2,3,55,22.99,3.00,25.99,01-03-2022,06-09-2022
1,2,32,55,22.99,3.00,25.99,01-03-2022,06-09-2022
1,2,3,7,0,0,0,06-14-22,06-09-2022
1,2,32,7,0,0,0,06-14-22,06-09-2022
1,2,3,8,0.00,0,0.00,06-14-22,06-09-2022
1,2,32,8,0.00,0,0.00,06-14-22,06-09-2022
1,2,3,15,24,3,27,06-14-22,06-09-2022
1,2,32,15,24,3,27,06-14-22,06-09-2022
1,2,3,18,20.79,5,25.99,06-14-22,06-09-2022
1,2,32,18,20.79,5,25.99,06-14-22,06-09-2022
1,2,3,31,18,3,21,06-14-22,06-09-2022
1,2,32,31,18,3,21,06-14-22,06-09-2022
1,2,3,42,19.49,4,23.29,06-14-22,06-09-2022
1,2,32,42,19.49,4,23.29,06-14-22,06-09-2022
1,2,3,61,22.49,4,25.99,06-14-22,06-09-2022
1,2,32,61,22.49,5,26.99,06-14-22,06-09-2022
1,2,3,126,24.00,4,28.00,06-14-22,06-09-2022
1,2,32,126,24.00,4,28.00,06-14-22,06-09-2022
1,2,3,136,24.00,4,28.00,06-14-22,06-09-2022
1,2,32,136,24.00,4,28.00,06-14-22,06-09-2022
1,2,3,167,16.75,4,20.25,06-14-22,06-09-2022
1,2,32,167,16.75,4,20.25,06-14-22,06-09-2022
1,2,3,170,0.00,3,3.00,06-14-22,06-09-2022
1,2,32,170,0.00,3,3.00,06-14-22,06-09-2022
1,2,3,176,26.49,3,29.49,06-14-22,06-09-2022
1,2,32,176,26.49,3,29.49,06-14-22,06-09-2022
1,2,3,178,24.49,3,27.49,06-14-22,06-09-2022
1,2,32,178,24.49,3,27.49,06-14-22,06-09-2022
1,2,3,179,23.49,3,26.49,06-14-22,06-09-2022
1,2,32,179,23.49,3,26.49,06-14-22,06-09-2022
1,2,3,180,22.49,3,25.49,06-14-22,06-09-2022
1,2,32,180,22.49,3,25.49,06-14-22,06-09-2022
1,2,3,188,27.99,3,30.99,06-14-22,06-09-2022
1,2,32,188,27.99,3,30.99,06-14-22,06-09-2022
1,2,32,192,25.99,2,27.99,06-14-22,06-09-2022
1,2,3,192,25.99,2,27.99,06-14-22,06-09-2022
1,2,3,193,25.49,3,28.49,06-14-22,06-09-2022
1,2,3,194,23.99,3,26.99,06-14-22,06-09-2022
1,2,32,194,23.99,3,26.99,06-14-22,06-09-2022
1,2,3,206,0,3,3,06-14-22,06-09-2022
1,2,32,206,0,3,3,06-14-22,06-09-2022
1,2,3,207,39.49,3,42.49,06-14-22,06-09-2022
1,2,32,207,39.49,3,42.49,06-14-22,06-09-2022
1,2,3,228,24,5.75,29.75,06-14-22,06-09-2022
1,2,32,228,24,5.75,29.75,06-14-22,06-09-2022
1,2,3,229,22,6.25,28.25,06-14-22,06-09-2022
1,2,32,229,22,6.25,28.25,06-14-22,06-09-2022
1,2,3,236,17.75,2,19.75,06-14-22,06-09-2022
1,2,3,237,24,3,27,06-14-22,06-09-2022
1,2,32,237,24,3,27,06-14-22,06-09-2022
1,2,3,244,27.25,3,30.25,06-14-22,06-09-2022
1,2,32,244,27.25,3,30.25,06-14-22,06-09-2022
1,2,3,251,32.75,3,35.75,06-14-22,06-09-2022
1,2,32,251,32.75,3,35.75,06-14-22,06-09-2022
1,2,3,252,30.50,3,33.50,06-14-22,06-09-2022
1,2,32,252,30.50,3,33.50,06-14-22,06-09-2022
1,2,3,259,1.25,3,4.25,06-14-22,06-09-2022
1,2,32,259,1.25,3,4.25,06-14-22,06-09-2022
1,2,3,261,31,4,35,06-14-22,06-09-2022
1,2,32,261,31,4,35,06-14-22,06-09-2022
1,2,3,262,29.25,4.50,33.75,06-14-22,06-09-2022
1,2,32,262,29.25,4.50,33.75,06-14-22,06-09-2022
1,2,3,,29.25,2,31.25,06-14-22,06-09-2022
