1,2,55,3,22.99,3.00,25.99,03-01-22,09-06-22
1,2,55,32,22.99,3.00,25.99,03-01-22,09-06-22
1,2,7,3,-0.25,0.00,-0.25,06-14-22,09-06-22
1,2,7,32,0.00,0.00,0.00,06-14-22,09-06-22
1,2,8,3,0.00,0.00,0.00,06-14-22,09-06-22
1,2,8,32,0.00,0.00,0.00,06-14-22,09-06-22
1,2,15,3,24.29,3.00,27.29,06-14-22,09-06-22
1,2,15,32,24.29,3.00,27.29,06-14-22,09-06-22
1,2,18,3,20.79,5.20,25.99,06-14-22,09-06-22
1,2,18,32,20.79,5.20,25.99,06-14-22,09-06-22
1,2,31,3,18.29,3.00,21.29,06-14-22,09-06-22
1,2,31,32,18.29,3.00,21.29,06-14-22,09-06-22
1,2,42,3,19.49,3.80,23.29,06-14-22,09-06-22
1,2,42,32,19.49,3.80,23.29,06-14-22,09-06-22
1,2,61,3,22.49,3.50,25.99,06-14-22,09-06-22
1,2,61,32,22.49,4.50,26.99,06-14-22,09-06-22
1,2,126,3,24.00,4.00,28.00,06-14-22,09-06-22
1,2,126,32,24.00,4.00,28.00,06-14-22,09-06-22
1,2,136,3,24.00,4.00,28.00,06-14-22,09-06-22
1,2,136,32,24.00,4.00,28.00,06-14-22,09-06-22
1,2,167,3,16.75,3.50,20.25,06-14-22,09-06-22
1,2,167,32,16.75,3.50,20.25,06-14-22,09-06-22
1,2,170,3,0.00,3.00,3.00,06-14-22,09-06-22
1,2,170,32,0.00,3.00,3.00,06-14-22,09-06-22
1,2,176,3,26.49,3.00,29.49,06-14-22,09-06-22
1,2,176,32,26.49,3.00,29.49,06-14-22,09-06-22
1,2,178,3,24.49,3.00,27.49,06-14-22,09-06-22
1,2,178,32,24.49,3.00,27.49,06-14-22,09-06-22
1,2,179,3,23.49,3.00,26.49,06-14-22,09-06-22
1,2,179,32,23.49,3.00,26.49,06-14-22,09-06-22
1,2,180,3,22.49,3.00,25.49,06-14-22,09-06-22
1,2,180,32,22.49,3.00,25.49,06-14-22,09-06-22
1,2,188,3,27.99,3.00,30.99,06-14-22,09-06-22
1,2,188,32,27.99,3.00,30.99,06-14-22,09-06-22
1,2,192,32,25.99,2.00,27.99,06-14-22,09-06-22
1,2,192,3,25.99,2.00,27.99,06-14-22,09-06-22
1,2,193,3,25.49,3.00,28.49,06-14-22,09-06-22
1,2,194,3,23.99,3.00,26.99,06-14-22,09-06-22
1,2,194,32,23.99,3.00,26.99,06-14-22,09-06-22
1,2,206,3,0.00,3.00,3.00,06-14-22,09-06-22
1,2,206,32,0.00,3.00,3.00,06-14-22,09-06-22
1,2,207,3,39.49,3.00,42.49,06-14-22,09-06-22
1,2,207,32,39.49,3.00,42.49,06-14-22,09-06-22
1,2,228,3,24.00,5.75,29.75,06-14-22,09-06-22
1,2,228,32,24.00,5.75,29.75,06-14-22,09-06-22
1,2,229,3,22.00,6.25,28.25,06-14-22,09-06-22
1,2,229,32,22.00,6.25,28.25,06-14-22,09-06-22
1,2,236,3,17.75,2.00,19.75,06-14-22,09-06-22
1,2,237,3,24.00,3.00,27.00,06-14-22,09-06-22
1,2,237,32,24.00,3.00,27.00,06-14-22,09-06-22
1,2,244,3,27.25,3.00,30.25,06-14-22,09-06-22
1,2,244,32,27.25,3.00,30.25,06-14-22,09-06-22
1,2,251,3,32.75,3.00,35.75,06-14-22,09-06-22
1,2,251,32,32.75,3.00,35.75,06-14-22,09-06-22
1,2,252,3,30.50,3.00,33.50,06-14-22,09-06-22
1,2,252,32,30.50,3.00,33.50,06-14-22,09-06-22
1,2,259,3,1.25,3.00,4.25,06-14-22,09-06-22
1,2,259,32,1.25,3.00,4.25,06-14-22,09-06-22
1,2,261,3,31.00,4.00,35.00,06-14-22,09-06-22
1,2,261,32,31.00,4.00,35.00,06-14-22,09-06-22
1,2,262,3,29.25,4.50,33.75,06-14-22,09-06-22
1,2,262,32,29.25,4.50,33.75,06-14-22,09-06-22
1,2,,3,29.25,2.00,31.25,06-14-22,09-06-22
1,2,,32,29.25,2.00,31.25,06-14-22,09-06-22
1,2,272,3,32.74,3.00,35.74,06-14-22,09-06-22
1,2,272,32,32.74,3.00,35.74,06-14-22,09-06-22
1,2,274,3,40.00,2.00,42.00,06-14-22,09-06-22
1,2,274,32,40.00,2.00,42.00,06-14-22,09-06-22
1,2,286,3,26.49,3.00,29.49,06-14-22,09-06-22
1,2,286,32,26.49,3.00,29.49,06-14-22,09-06-22
1,2,287,3,21.49,4.00,25.49,06-14-22,09-06-22
1,2,287,32,21.49,4.00,25.49,06-14-22,09-06-22
1,2,289,3,15.49,5.00,20.49,06-14-22,09-06-22
1,2,289,32,15.49,5.00,20.49,06-14-22,09-06-22
1,2,291,3,22.49,5.00,27.49,06-14-22,09-06-22
1,2,291,32,22.49,5.00,27.49,06-14-22,09-06-22
1,2,299,3,0.00,5.00,5.00,06-15-22,09-05-22
1,2,256,3,24.75,3.00,27.75,08-05-22,09-06-22
1,2,256,32,24.75,3.00,27.75,08-05-22,09-06-22
2,2,55,3,22.59,8.00,30.59,03-01-21,02-28-22
2,2,55,3,22.99,3.00,25.99,03-01-22,07-04-22
2,2,55,32,22.99,3.00,25.99,03-01-22,07-04-22
2,2,61,3,22.49,3.50,25.99,05-12-22,06-14-22
2,2,61,32,22.49,3.50,25.99,05-12-22,06-14-22
2,2,62,3,28.99,4.00,32.99,06-14-22,10-06-22
